Year,OBS_STATUS,NATURE,COMMENT_OBS,SOURCE_DETAIL,SDG Series,Custom Breakdown,Composite breakdown,Unit of measure,Observation status,Nature of data points,Observation-level footnotes,Source details,Label for custom breakdown,Value
2018,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Inland water bodies,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2021,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Inland water bodies,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2000,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: MGCI,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2005,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: MGCI,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2010,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: MGCI,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2015,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: MGCI,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2018,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: MGCI,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2021,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: MGCI,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2000,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Permanent snow and glaciers,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2005,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Permanent snow and glaciers,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2010,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Permanent snow and glaciers,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2015,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Permanent snow and glaciers,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2018,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Permanent snow and glaciers,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2021,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Permanent snow and glaciers,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2000,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,"Land Cover: Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2005,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,"Land Cover: Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2010,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,"Land Cover: Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2015,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,"Land Cover: Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2018,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,"Land Cover: Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2021,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,"Land Cover: Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2000,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Shrub-covered areas,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2005,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Shrub-covered areas,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2010,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Shrub-covered areas,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2015,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Shrub-covered areas,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2018,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Shrub-covered areas,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2021,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Shrub-covered areas,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2000,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Sparsely natural vegetated areas,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2005,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Sparsely natural vegetated areas,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2010,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Sparsely natural vegetated areas,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2015,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Sparsely natural vegetated areas,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2018,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Sparsely natural vegetated areas,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2021,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Sparsely natural vegetated areas,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2000,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Terrestrial barren land,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2005,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Terrestrial barren land,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2010,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Terrestrial barren land,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2015,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Terrestrial barren land,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2018,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Terrestrial barren land,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2021,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Terrestrial barren land,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2000,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Tree-covered areas,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2005,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Tree-covered areas,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2010,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Tree-covered areas,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2015,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Tree-covered areas,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2018,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Tree-covered areas,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2021,M,N,NaN = Not relevant,NA,Mountain green cover area (square kilometres) [15.4.2],Custom code 01,Land Cover: Tree-covered areas,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 02,Land Cover: Artificial surfaces,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 02,Land Cover: Artificial surfaces,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 02,Land Cover: Artificial surfaces,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 02,Land Cover: Artificial surfaces,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 02,Land Cover: Artificial surfaces,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 02,Land Cover: Artificial surfaces,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 02,Land Cover: Croplands,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 02,Land Cover: Croplands,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 02,Land Cover: Croplands,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 02,Land Cover: Croplands,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 02,Land Cover: Croplands,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 02,Land Cover: Croplands,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,0
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 02,Land Cover: Grassland,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,136.2
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain green cover area (square kilometres) [15.4.2],Custom code 02,Land Cover: Grassland,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,135.9
